"SCORE","GUESS","TRUTH","TEXT"
"0.8588057248670403","o","","Photo: disney-timburton: She’s so adorable I could die http://t.co/VKVyRu1fEq"
"0.8587253931441291","o","","５月２９日のディズニーキャラクターは．．． 『フリット』（ポカホンタス） いるだけで友達を元気にできる人。面倒見が良い。熱狂的だけど、心配性な面も。 http://t.co/8BltLrcFrf"
"0.8583719335971913","o","","ディズニープリンセス フェイバレット モーメント おはなしバック デラックス シンデレラ (リニューアル)　http://t.co/NMUkpeFZPW"
"0.8578289295772886","o","","need a 3 o'clock snack?...check out @healthysurprise and win a box over @theSIMPLEmoms http://t.co/rFD25Eay2P"
"0.857713144532819","o","","@0ps_narry simmm eu ficaria feliz pode levar violetta, e alguns desenhos novos e tragam a disney boa devolta :'("
"0.857490647064461","o","","“@ksp122298: What I am doing for Walt Disney Wednesday http://t.co/4ZHW2SHD77” you gotta Snow White costume?"
"0.8573355740536773","o","p","AHH! What a talent! Love ya girl! @ShoshanaBean in Disney-Style Spell Block Tango! http://t.co/rmpMlfdYpp via @toddyrockstar @PerezHilton"
"0.8566097594508146","o","","Shower? Pffff.... @ Disney's Vero Beach Resort http://t.co/u5VEcVoRBM"
"0.8565120760063627","o","","DISNEY CHANNEL - HWAN S1W4 - Bestie Guesties: R5 lol how come I never seen this http://t.co/QaiFUqS0vr"
"0.8553362419640338","o","","Now An Orlandowise Top 5 Fav w/ 7 bids ≡ MIXED LOT OF STAR WARS PUZZLES FIGURES... ≡ http://t.co/cND8PYbXP3"
"0.8550408471417209","o","","UCV-TV cierra acuerdo con Disney para hacer versión local de “Los años dorados” - http://t.co/iPh7FSRS1k"
"0.8549927349653205","o","","【定期：Disneyについて】年パス持ちですがインはそれほど多くないかも。イン友さんは今のところ募集してませんが、ミート大歓迎です＼(*^ ^*)／イン日かぶったら是非よろしくお願いします♪"
"0.8548429819102071","o","","How Are Girls Hard To Understand? We Like Taco Bell, Starbucks, Cuddling, Compliments, Naps, Disney movies, Yoga pants, and Shopping(:"
"0.8545302129693434","o","","Miley Cyrus and Lindsay Lohan: Party Pals?! Get the Scoop on Their Night Out Together!: From former Disney dar... http://t.co/DpAAJMkS6F"
"0.8541537486047406","o","","""@ChildhoodRuiner: Disney Channel taught girls how to properly friendzone http://t.co/AvekObSoId"""
"0.8540221945149158","o","","Tios maravilhosos, brinquedos da Disney, viagens pra Disney todo ano, melhor pai, morar em Londres, etc. ESSA É A VIDA DO(A) BEBÊ FLETCHER"
"0.8532395227398246","o","","Disney Infinity Jack Skellington hits stores everywhere, just in time for Halloween: http://t.co/hJWnn6s2VW"
"0.8523138134444119","o","","Disney producirá la quinta parte de INDIANA JONES solo para tener asegurado a Harrison Ford en STAR WARS -... http://t.co/gJlYmw7miG"
"0.8520755774131069","o","","Tes films préférés ? — Les HP !!!!!!!! Tous les walt disney, Bliss, scott pilgrimm, the runaways, hunger games i... http://t.co/y3NtbpvQc1"
"0.8513266871554321","o","o","Beautiful Disney Cinderella Dress, Size 4, Excellent for Dress Up $20.00 http://t.co/pEFwTYXAQz #costume #clothing"
"0.8509208483995944","o","","listening to disney pandora 😍 @Its_raining_jen @CASE_adillaaa @sweetsweetMG"
"0.8504752176136551","o","","@davidmarrocco @Housatlantavegs @uhhcaseyxoxo @NFitzgerald7 straight up looked like Corbin Blue from Disney😂😂😂"
"0.8503819125560756","o","","Disney Cast: Terror em Outubro XLVI - Irmãs Sanderson http://t.co/WJFmGb3l4A"
"0.8497293037851031","o","","Ya en París, mañana a disfrutar de Disney! Que ganas de volver!!!! @CrisAranda93 http://t.co/RPtzEry91f"
"0.8492959287595736","p","p","I want to watch disney movies but them again i dont want to sit in a puddle of my own tears.."
"0.8473680766457325","o","","『ねぇ』 『キスしていい？』 「・・・？？」 「・・・・えっ！？」 『するよ・・・』 『じっとしてっ・・・・』 やっぱり男からして欲しいよね http://t.co/PubpqZsW0X"
"0.8471640987793407","o","","エンダーのゲームが、やっと映画化。遅いよー20年待ってた（≧∇≦） http://t.co/CXuiw6z3hL"
"0.846662860089225","o","","Bye guys, me and @AveragePhanGirl are off to Disney land to see @brendonurie @hellosarahurie @JackAllTimeLow @LindaIgnarro @TheSpencerSmith"
"0.8461033170061896","p","","#AskBritneyJean if you can be in any disney movie which movie would you be in?"
"0.845691121221613","p","o","I love breaking my toe 3 days before I go to Disney..."
"0.8455907839506319","o","","@mmmop__ わたしなんかみゆきちのこと大大大好き！！！ 土日でインできる日があったら教えて欲しいなー♡ ミートでもいいし♡"
"0.8444501035205203","o","","だからね、僕は幸せな気持ちになるということは、満足することだと思うんだ。　http://t.co/iMBYVC4KRR #ディズニー"
"0.8427394242695035","o","","14 SUBLIMINAL PHOTOS OF DISNEY PROMOTING SEX, RACISM AND THE DEVIL! http://t.co/pJ8lfWWeMt"
"0.8425606411291451","o","o","our @danielle_bunday's pumpkin creation #theLionKing #priderock #simba #disney http://t.co/yzbCKt1xOo"
"0.8420663816226033","o","o","Disneyland Travel Tips, #MonstersUbluray release, $15 Disney gift card give away...all on Episode 13 of #theDCast. http://t.co/Xc37nsKFKp"
"0.8414385713774399","o","","Disney's New Animated Series to Premier on iPad First http://t.co/rF7jnjqli2 via @padgadget"
"0.8402302437909692","o","","""@ginnmollyw__rq: Holo soy Ginny y esto es RQ"" -inserte musiquita de propaganda de Disney-"
"0.8396066734943878","o","","@chiAki_dsn ちあきちゃんとがいいの!! だから誘ったんだもん(≧∀≦) チデに会ったら年パ切れるって伝えないとーww 制限かかるとフリグリでお話出来ないから辛い(>_<)"
"0.8387505588261704","o","","【実写版】白雪姫♡ ディズニー好きに共有してね♡ http://t.co/KU7aHrZv2P"
"0.8387025166248401","o","","Si tu étais un personnage de Disney, tu serais.... ? — LE ROI LOUIS ! DIRECT ! http://t.co/ifNOQSjPL6"
"0.8383691634514752","o","","『【Disneyチップ＆デール】●ディズニー　コスチューム（デール）／子供用★ディズニー　コスプ...』を見る [楽天] http://t.co/lhXgJGLKnc"
"0.8379621999207117","o","","""Marrying a dude you just met will in no way end terribly""...poor Disney, you tried so hard to teach us to believe... http://t.co/j8XrUu3Tf9"
"0.837544653026164","o","","Chau Clarin, nos vimos en Disney! http://t.co/KKB6EsLhhy"
"0.8373370596751557","o","","大好き♡ 必ず覚えておきたい！たった3つの東京ディズニーシー攻略法 http://t.co/BtxuRGIgAU"
"0.8351941733397198","o","o","Lil Oishi walking around The Partners Statue at The Walt Disney Studios #liloishi #kawaii… http://t.co/ZyvANI0kYi"
"0.834910938697078","o","","@Livv_yourlifee @_stephwoodall @disney_frump I truly have no idea, must ask the professionals!"
"0.8342027449271281","o","","Que gran verdad muestra disney T_T dan ganas de llorar http://t.co/5t5GlMOINL"
"0.8341429362712938","o","","“@RauhlinBiebah: This Disney channel needs to come back http://t.co/HCF9d9GLKp”😭👌"
"0.8339864927432356","o","","Say No to Jimmy Kimmel and ABC/Disney for Inciting Racial Genocide!: http://t.co/kmZeDueLJD via @youtube"
"0.8333837074292025","o","","@thiagosancho9 @BruniDeLaTanga :OOOOOOOO estoy llorando, infancia arruinada, aguante disney"
"0.8326345439372904","o","","Click here: http://t.co/k6IZ25oAbf to learn more about our Community Engagement!"
"0.8323718121321122","o","","Lesson learned from The Snuggly Duckling: everyone has a dream. #Tangled http://t.co/yIU6PDJcPI"
"0.8314854673959228","o","","“@TheBucktList: 🎆 Before I die, i want to 🎇 http://t.co/m4JNRfZ9Nj” I miss Disney so much."
"0.8305082517045402","o","","Time is running out to save up to 30% at select Walt Disney World Resort hotels this fall! Book by Nov. 3, 2013... http://t.co/4VdMsaSdXV"
"0.8303116056514961","o","","Gostei de um vídeo @YouTube http://t.co/7sG0lkLs2v Disney Secrets!"
"0.8300114427013366","o","o","request now ""let's get tricky"" by @bellathorne and @ROSHON on @radiodisney!!! just call 1-877-870-5678 or at http://t.co/cbne5yRKhQ!! <3"
"0.8292489058524329","o","","""@zourryfrost: SKIE AND DISNEY GOT 1/5 THIS IS A GOOD WEEK"" ahhhhhhh:-D"
"0.8284299942702076","o","","Disney Presents - Buddha Can Now Control Your Mind, Voiced by Tenzing Trainor - Super Buddies http://t.co/q0Ed5hK3WA"
"0.8283492083184464","o","","Meet The Characters Of Disney’s Frozen – A Character Synopsis #DisneyFrozen http://t.co/z0RS0YfFAn via @DesireeEaglin"
"0.8273438156740841","o","","@ANfxxx ありがとうございます～(´；ω；`)マックス達を見ればきっとたちまちハピネス！！！笑"
"0.8273347713928361","o","","Concurso Disney Infinity – Concursos – Alfa Beta Juega http://t.co/z5lyku3SJ1 vía @AlfaBetaJuega"
"0.8271212517096664","o","","Hola, soy Miley Cyrus y estas viendo Disney Channel. http://t.co/VQFDeHiN2u"
"0.8266656092160364","o","","Photoset: Disney Villain Sugar Skulls by Mickel Yantz Prints available here http://t.co/FFu6bv4krx"
"0.825763936725949","o","","@JennMurch have you heard my new podcast? I think it might be something you'd enjoy: http://t.co/WHjJIrAFmA"
"0.824931466120525","o","","No veo la hora de tenerte adelante mío. DALE DISNEY POR FAVORRRRRRRR http://t.co/w3AJpCPLl7"
"0.8240827053159255","o","","【定期】Looooove♡☞ fairy / TOY / AMO / Disney princess / Jesse.L / amnoS"
"0.822813259650605","o","","A Disney deveria fazer uma princesa sem cabelos, para que cada menina no mundo que luta contra o câncer, perceba que também é linda."" :)"
"0.8223605375042099","o","","pocahontas e branca de neve hmmmmmmmmmmmm http://t.co/2KuNYbP3rL"
"0.8219027549333493","o","o","@tobimori_disney 最初、ナタリー姉さんを厳選してたのですが…マリー姉さんの予定地を見て、即決めちゃいましたw 可愛い過ぎます♡ 一緒に住みたい子沢山居ますよね〜本当に枠を増やして欲しいです…(つд`) マリーさんに会えますように♪ 祈ってます♡"
"0.8201270900126267","p","","I wonder how many Disney movies I can watch in one night."
"0.8191750469566393","o","o","@EntradaNumerada me lo han pasao, que estaba en el facebook de disney, pero no puedo confirmarlo, porque en el facebook de disney no hay na"
"0.8190885516919195","o","","Disney movie night with boyfriend :$ http://t.co/5Pmfh04m6S"
"0.8186062698535093","o","","15 Terribles Lecciones De Amor Que Aprendimos De Las Princesas De Disney http://t.co/AJHnsnL2Z7 via @BuzzFeedEspanol"
"0.8179517884597882","o","","""@disNEy_worldd: “@Lorleakk: Fuck the heat, knicks , bulls all Yall #okc #2014champions” THOUGHT LIKE SHIT""leave while your ahead"
"0.8174685733146874","o","","Get a FREE Disney Cruise Line Vacation Planning DVD – Receive your Free Disney Cruise Line® Vacation Planning DVD,... http://t.co/kCuYToDfBm"
"0.8144550227688858","o","","New Disney Side Photo Series Features Disney Character Lookalikes #WaltDineyWorld http://t.co/oddZHKqwYG @sharethis"
"0.8143402307368406","o","","@Disney_1028 ありがとうございますヽ(*´∀｀)ノ♡"
"0.8142035769624248","o","","@ns_an 腐らないよ！ いれてあります(*´∀`)♪"
"0.8140391615724877","o","","Jennifer de Zayas has a great Zone post that captures The Magic of Children’s Activity Centers at Walt Disney World http://t.co/yQSPYmI3xw"
"0.8129172773524729","o","","@Hukaaaa_disney 楽しんで!!!!ヾ(⌒(ﾉ*•ω•*)ﾉ♡"
"0.8128990089792352","o","","@inecanale @elmoshco el bb, el único vivo que en vez de gastar en disney le saca plata!!"
"0.8128908157998108","o","","""@disneywords: Friends make every day an adventure. –Snow White (Disney Hallmark)"" @itln_bmbshell hahah"
"0.8125303130260367","o","","@Disney_yuzu5296 ありがとう！ がんばった(。´Д⊂) おはー！"
"0.8122891780662288","o","","Disney行くとこんな感じ。いかが？キモいな。笑 http://t.co/OgtP6g6MsD"
"0.8113623871705293","o","","ブログを更新しました。 「Disney♡land」→http://t.co/3etzQE4eV0"
"0.8112144848711338","o","","WIN a Disney Doc McStuffins Get Better Checkup Center (ARV $75) from Kmart and @thxmailcarrier! #giveaway #win http://t.co/jYAHxxmHcA"
"0.8109438577565178","o","","selena no clipe: ''eu sou uma criança da disney.. eles me falam toda o hora o que eu devo fazer.. falam que eu uso pessoas(..)'' </3"
"0.8107678444550334","o","","Pero esos son los cuentos mágicos de Disney, asumamos nosotras, mujeres, que lo máximo que tendremos es un gordo, soso y grasiento #true"
"0.8106277225259818","o","","現実逃避 したい気分。♡ http://t.co/kcnnYFrZRe"
"0.8100787421920426","p","p","I Love how my doctors office is covered in pictures of Disney characters"
"0.8099702748755595","o","","@KardashianWord @KimKPlanet @kardashian_miss @KardashTrueArmy Or Disney World #OLDSTYLE"
"0.809514193652855","o","","Audio: Biography Singer/actress Bridgit Mendler is best known as the star of the Disney Channel series Good... http://t.co/8W9KumBvYJ"
"0.8094809315611168","o","","Win a $100 Disney Gift Card from @sunshinerewards & @mainstreetmouse #disney #contest http://t.co/YW8z2QJS5y"
"0.8093622126043839","o","","@_RomeuCafajeste vou sim :( vc ultimamente so anda me tirando parece que nem sou mais sua compania da disney, af."
"0.8083390156872701","o","","Muy fuerte. Recordando nuestra infancia viendo el primer corto de Walt Disney ""árboles y flores""… http://t.co/rdf7zUB662"
"0.8076606881571926","p","p","been on an old Disney marathon alllllllll week long!😋😍 #itsbeenreal"
"0.8073394607082418","p","p","@britneyspears do you ever miss the Disney days? and iilysm please follow me. kiss from Turkey #AskBritneyJean 💄💄💄"
"0.8071181803671847","o","","@Disney_DB ほのかが、れなたんれなたん言ってるからずっと逢ってみたいな~って思ってたの(笑)"
"0.8062443386076442","o","","Hahaha Las Princesas de Disney se disfrazan como Miley Cyrus http://t.co/FQ1ZIWmrsM"
"0.8055408691273728","o","","Enter to Win the #DisneyClassicsBox Set! @DisneyMusic #Giveaway via @momfindsout http://t.co/Vkx6CVvDHV"
"0.8054138789072284","o","","ooooh tanks disney trick or treating ♡ http://t.co/wtiCN3z24r"
"0.8047413488967424","o","","@itofushi_000 私も厳選で頑張ったけどマリーお姉さん来ない......orz 私の村に永住予定が8人いるのでピータン、ロボ、クリスチーヌ、ペーター、ジュン以外の住民を引っ越させようか迷っています＞＜"
"0.8041847880876366","o","","Las chicas con el conductor de Radio Disney Uruguay. #FCA http://t.co/E1YAFSY3Vh"
"0.803613857391276","o","","@jamiller6565 Since you are a fan of Nightmare, you might be interested in this from Disney. http://t.co/uM8OsjNdop"
"0.8034152417864331","o","","今日は千春コーデ♩♩Disneyいってきます♡ http://t.co/Eom3YOigKx"
"0.8031065040277864","o","","15 Terrible Love Lessons We Learned From Disney Princesses http://t.co/HM92vSvdJX via @MildlyAmused"
"0.8023552832633968","o","","CLASSICOS DISNEY com LOBO MAU - BIG BAD WOLF http://t.co/yrjiyXZld2"
"0.8022806587252642","o","","Is @DisneyMusic the soundtrack of your life? Enter to win a #DisneyClassicsBox Set from @threedifferent #Disney http:http://t.co/Vqr7RjRtXz"
"0.8018241006319566","o","","A Disney Halloween Playlist http://t.co/UXhK7DRQUo via @Weidknecht"
"0.8002436777344715","o","","Listen to Disney flower-powered music as new technology makes PLANTS sing http://t.co/ZGjz8SUgmP"
"0.7997546692308627","o","","Disney Villains Spoof The &quot;Chicago&quot; Musical's &quot;Cell Block Tango&quot; http://t.co/t9vzSLITji"
"0.7996304491364102","o","","8 Real Housewives That Look Like Disney Villains | Thought Catalog http://t.co/2IfrBAclNw via @thoughtcatalog"
"0.799474020097796","p","o","Giveaway Time! Those who get the chance to go to Disney are fortunate to do so. Trips to Disney are magical.... http://t.co/6RjhVreUVd"
"0.7988488350327755","o","","c trop bien disney jveux y aller :'((("
"0.7977051166892964","o","","Lovely night playing Disney Monopoly, its heatting up in the kitchen @w_t_richards is currently stressing! @LucyBell94 @sarah_chapman77"
"0.7971286274459699","o","","#Disney Classic Cd box set #giveaway @BlissfullyAfter http://t.co/29Rn5QBbCT"
"0.7970473110536707","o","","Disney Day 🎀👸 ✨ @alainastrick http://t.co/ssUN58hzQP"
"0.7970031549593593","p","","oh my god i didn't know one of my favorite old disney shows was Canadian until right now. i'm so weirded out."
"0.7963587550975025","p","","Waiting for Johncen to finish his interview in downtown disney is taking forevvvvver. And now I'm in sephora. This can't be good."
"0.7962673921626786","o","","The lovely @shelly_cannon has been added to the World of Disney cast! She makes her debut in ""Tales"" this Christmas!! http://t.co/O0AYO11mLT"
"0.7956870173675418","o","","http://t.co/JgliesThBL Una foto mia de chiquita.."
"0.7944109713337865","o","","http://t.co/uXVs2nwCugB NOOOOOOOO LOCO LOS CRUZEROS DE DISNEY SE VAN A LA MIERDAAAAAAAAAAAAAAAAAAAAAAAA"
"0.7943459721787781","o","","Center your reading around Jennifer de Zayas' outstanding Zone article. http://t.co/XhJJLL5kqr"
"0.791691427345122","o","","New post: What Disney Movies Can Teach Men about Overcoming Rejection! http://t.co/vyOYwVI86f #happyvalentinesday"
"0.7914962774759179","o","","""@gabu_pala: 6 a 0 le hace a todos..."" @pipiromero01 alguien se enamoro de vos en #Disney y vino traumada jajajajaja"
"0.7914886268077234","o","","@jasminevwho @ollgsky o nome da série era ninguém merece,passava direto na Disney a uns 2/3 anos atrás"
"0.7904609811314967","o","","EIKOMO EU AMAVA ESSA ÉPOCA DISNEY http://t.co/pvNnD7mhb3"
"0.7903008484819711","o","","#50CosasSobreMi 13: siempre estoy de buen humos 14: amo bailar 15: me quiero ir a Disney ya"
"0.7901734065139026","p","","My 8pm entertainment? Sitting on my balcony listening to my drunk neighbor sing Disney movie songs. #ApartmentLife"
"0.7899700357149192","o","","La mala influencia de Miley Cyrus también llegó a las princesas Disney-> http://t.co/De9V0Sakhu"
"0.7898997697398917","o","","The adult ""Grimm"" version of Disney. The Spell Book Tango. @uniquepovblog http://t.co/RMbCfsrCd9"
"0.7898909682725148","o","","how appropriate when writing an essay about disney/snow white http://t.co/QdMRG6osby"
"0.7892950473877179","o","","Literally dying right now, we got the nemo room 😍🐠 #disney http://t.co/DDUWefQtMZ"
"0.7885987630919253","p","","@allimoreno_23 lol duh!!!! Dude all the disney parks are on my list! We should save to go to Paris when we graduate in 2 yrs;)"
"0.7879621868226998","o","","@natsumin443 やっぱそゆもんだよね！笑　Disneyに帰りたーい(´・ω・`)！"
"0.787805060084489","o","","Weekend Pop Art #8: Grumpy Cat and Disney together? Believe it! http://t.co/4cgr6auI7e via @aussiemoose"
"0.7876531143694552","o","","Photoset: the only disney women i care about http://t.co/p0FUwVtN2C"
"0.7875802692731588","o","","@solonglibby @_stephwoodall @disney_frump DID YOU LOVE IT"
"0.7874353044503124","o","","@ai52disney まじか(Ｔ＿Ｔ)残念(Ｔ＿Ｔ)"
"0.7867269280453636","o","","@solonglibby @_stephwoodall @disney_frump THE WORLD WANTS TO KNOW"
"0.7866578407011569","o","","I didn't know this about Space Mountain at Disney🙏 http://t.co/KLjYMIVuJP"
"0.7862452675797147","o","","Eliza's new way to watch Disney Junior. http://t.co/VFv6V8bAAn"
"0.7854307108364939","o","","IMAGINE WALKING THROUGH DISNEY AND JUST http://t.co/8964q9GSB3"
"0.7852023423299397","o","","『東京ディズニーランド完全ガイド　2013-2014（Ｄｉｓｎｅｙ　ｉｎ　Ｐｏｃｋｅｔ）』 http://t.co/rHU2QimwQL ［楽天］#RakutenIchiba"
"0.7838774390733776","o","","The secret to � http://t.co/jZnuggbpzs"
"0.7833189418567923","o","","Was on a fantastic @forrester panel with @HearsaySocial @kiip @Disney @PARCinc on disruption!!"
"0.7829135865225724","o","","Happy 1st Anniversary to our friends @CapturingMagic_ They are giving away some Project Life goodies to celebrate. http://t.co/46jpDbNBL3"
"0.7825841800417102","o","","Aquí mueren, se pelean y desgreñan por boletos p/día de muertos en Xcaret. Yo le tengo TODO el prejuicio, se me hace un show como de Disney."
"0.7798049240609334","o","","9 Disney Non-Princesses Dressed As Pop Culture Icons http://t.co/zCQ8nNCrLE"
"0.7767420747627473","o","p","If you love #Disney, you will love these image quotes! #3 Mike from Monster's Inc is so funny! http://t.co/fMGCpsM8W3"
"0.7767320071670183","o","","Tweet about this giveaway using hashtag #DisneyClassics http://t.co/pUjTSrk5w7"
"0.7764451458596526","o","","Minimalist Disney Film Posters. Love the unique designs. http://t.co/U6E0lZeCrU @pinterest aracılığıyla"
"0.775964933788646","o","","【定期】ドナデジプルート♡他キャラも大好きです/一緒にショーパレ待ちしてくださる方やインやミートしてくれる方常に募集中です/気軽に声かけてください♪/アメブロでも活動しています♡"
"0.7755648974828226","p","","Yayyyyy just booked my flight to #London next week!!! Disney I'm coming again... #RoundTwo"
"0.7751806664250639","o","","O que você mais quer na sua vida agora? — Ir para a Disney http://t.co/lRgA1Z2C3o"
"0.7747122470291141","o","","Played Disney Infinity (360) and 3 other games in the last 24 hours. http://t.co/lLXKiakbzD"
"0.7741045475820075","o","","O que você vê da sua janela? — Disney uahauahuaahauhauaahau http://t.co/DoKEVptEcX"
"0.7739085865487649","o","","@DisneyPictures @DisneyPixar #cutepic #halloweencostume #disney @TheEllenShow Sheriff Woody out for some candy! http://t.co/PZrmgk3qog"
"0.773641882978257","o","","Here's Hell for Walt Disney. http://t.co/MvyfI43MUs"
"0.7733200319990866","o","n","Our boyfriends are better than these princes, but maybe not as animated ;) http://t.co/joqzK8aCG8 #disney #princess #love #cosmo"
"0.7719138385881814","o","","Osuška Minnie Mouse http://t.co/jtNJa388dZ"
"0.771747332996517","o","","Enter to win a perfect prize for #Disney Project Lifers @CapturingMagic_ #ProjectLife http://t.co/c2JSJ3mWgS"
"0.7698011788979005","o","","@msouza3d Você está correto, é ruim lá fora. Os estúdios de cinema, WB, Disney, 20th Century, toda a força #vfx para perseguir subsídios gov"
"0.7695549833135628","o","","Disney Merilis Foto Game Star Wars Terbaru Berkonsep 8-bit Buat iOS http://t.co/6ZpZW4heIM"
"0.7680839425600805","o","","文化祭頑張ってくる(｀・ω・´) 離脱！！！！"
"0.7676976986586795","o","","グッズ紹介＆ディズニーな出来事はこちらから詳しくみれちゃいます笑 http://t.co/QGQHzXEwpG"
"0.7675015684630103","o","","falando em Disney, uma vez, tava falando com a Carolina Neves, e percebi que ela tem os mesmo sonhos que eu, lembro que fiquei mega eletrica"
"0.7663703123817003","o","","Looking for a friend - 50 (Disney) - All dressed up with no place to go. Looking for a friend to chat with... http://t.co/lqRqvtsrsG"
"0.7649516671265246","o","","売れ筋　Disney ディズニー ミッキー 生誕80周年記念 18金仕上げ フェイスネックレス ピンクゴールド スワロフスキー 正式ライセンス商品　http://t.co/hXQSYGNzNo"
"0.764298875234409","o","","@_costv se podria proyectar el show de Fantasia de Disney y hasta jugar la final de Wimbledon."
"0.7617472677663434","o","","Todrick Hall recreates Chicago’s “Cell Block Tango” with Disney villains http://t.co/xsgbpuSLAt"
"0.7616544686168837","o","","Gracias Disney por pasar esta pelicula. Gracias http://t.co/1g7tQnzLSZ"
"0.760541203911998","o","o","Kristen Bell in Disney's '#Frozen' Extended Preview http://t.co/SWckwNVoST #KristenBell"
"0.7603576376903924","o","","DISNEYのBGM聞いてたら 行きたくて狂いそうになる🌀🌀😭 http://t.co/p58hgvMhC3"
"0.7585825094805192","o","","Disney Plush Mattel Dalmatian Dog Jumbo 21"" Lucky Laying Large Toy Rare Vintage http://t.co/QjCzrHcxY9"
"0.7573152634202747","o","","@nAriel_disney こんにちは(｡･ω･｡) フォローさせていただきました♡"
"0.7566728024292665","o","","@FaustoAV @BruniDeLaTanga disney tambien , la bestia se coje a la bella en la pelicula y blancanieves se entangaba para los enanitos"
"0.7565330421130219","o","","Disney Sofia the First Transforming Dress & Trunk Giveaway - http://t.co/mAfuheSlPd"
"0.7564066826976362","o","","@GiuseCanalla el 31 nos vamos a Disney juntos, todos los de la 6ta, recién me dijo tu vieja me la encontré en la onda."
"0.7554383952252322","o","","@GrindingSkip @_leamichelelove @skipsuggs_x we should be running Disney bc we so good lol"
"0.7546329672904205","o","","Update on Downtown Disney. http://t.co/SE39z73vnw"
"0.7539670878446498","p","p","I mean I could write a speech and an essay, or I could sing Disney songs. I think the choice is obvious 😊"
"0.7535423409551605","o","","Esto solo me trae recuerdos de disney http://t.co/2579ea1iRs"
"0.753287601105142","o","","In Dauerschleife <3 ♫ This Is Halloween – Disney Characters http://t.co/klm5qDxV1J #NowPlaying"
"0.7531694034445514","p","p","I love Disney more than life itself 😍😍😍❤️❤️❤️❤️"
"0.7531272200211351","o","","I want to win the Dazzling Disney princess Game on @emily_mummy London Mummy of Two Blog http://t.co/y8vokCQEUg"
"0.7527795399910806","o","","Apaaa disney se esta poniendo interesante http://t.co/ZJ4BmiUc3x"
"0.7527474129643765","o","","Esse lado das escolas Americanas a Disney não mostra. http://t.co/FDK9icG2cK"
"0.7518145253654311","p","p","Can't wait to pack Ratchet Ray in my suitcase to Disney World!!!! @Rach_Wattick"
"0.7514660435406734","n","","@sashaofficial just make sure it's the Disney cartoon Captain Hook and not the Dustin Hoffman one. Have some respect, man."
"0.7512106449748451","o","","ALL HIP HOP Nigeria and Disney Set To Produce “Desperate Housewives Africa” http://t.co/n75KB9NfUC"
"0.7509037352451591","o","","Little girl couldn't care less about Disney Land http://t.co/azHS22QHjr"
"0.7502179856243019","o","","おいおい？（笑）学校から大野まで1時間かかったら、うちの最寄り駅まで2時間かかる事になりますけどぉ？ 大野までは30分あれば着きますけど？ 頭大丈夫かよ！！（笑）"
"0.7501252257055906","o","","Enter to win a Disney Chamilia bracelet at A Silver Breeze! Value 500$+. http://t.co/bA5Zf8Swqi"
"0.7497738093925561","o","","Meet & Greet Rádio Disney Justin Bieber http://t.co/OkW7cEOpEd"
"0.7495512343431657","o","","3 Surprise Eggs Disney Cars 2 Pixar Toy Story DTC TOYS Kung Fu Panda Egg 2013 Unboxing Review http://t.co/mtHqKSbqkO"
"0.7491896907186262","o","","@pyonpyon_612 ドナルドダック DISNEY モコ×2 COLLECTION　(´・ω・｀)"
"0.7489629210917069","o","","This disney belle dress makes me feel like a princess @AlfredAngelo #AngeloAriel http://t.co/lEpeD3EQec"
"0.748672370441793","o","o","#SelecciónForbes Disney fusionará humor y noticias para hispanos en EU. http://t.co/xNOCYbpHEC #Negocios"
"0.7482756198419597","o","","Disney Dog #DisneySideContest https://t.co/kCFI1VxTVJ"
"0.7475150904340883","p","n","Cant sleep so im watching.. Beverley Hills Chihuahua.. Yep thats right, I'm watching a disney film about talking dogs.. FML!!!"
"0.74735208545841","o","","Disneyland: What are some amazing secrets hidden within Disneyland and Disney World? http://t.co/71mvSqYzLu"
"0.7468900291226668","o","","New Disney Content Hits Tablets Before Reaching Cable TV http://t.co/1yIv7w0jWH"
"0.7467211528845241","o","","Rich Kiddo: Enchanted kingdom, Star city, Disney Land. Poor Kiddo: Perya. #Ekamate"
"0.7466133579479228","n","","Speaking of Disney, let's take a second to acknowledge the bold confidence it took to make a musical about someone going mute. Respect."
"0.745670629553012","o","","ai che tanto sufrimiento por los JB? nunca mas lo pasaron en disney, nunca mas se supo nada de ellos che :|"
"0.7456603052540693","p","o","As a child I was offered an acting job for Disney, but I turned this enormous opportunity down to continue my education. #3rdgrade"
"0.7449131910513251","p","","This haunted house is Disney themed.. I hope I don't see a mean Donald"
"0.7447016802597286","p","","I need a fucking Disney shirt for tomorrow 😤"
"0.7444548276261598","p","p","My Babysitter is a Vampire <3 #Love #Disney #NeverTooOld #Perfection #Popcorn #TuesdayNightMovie"
"0.744073561222158","p","","I hope my rice baby is a girl so I can deck it out in glittery Disney princess gear :):)"
"0.7438481616650238","o","","#винипух дисней скачать бесплатно торрент http://t.co/cTg8T420As"
"0.7427460028931797","o","","¿Qué ves desde tu ventana? — Disney http://t.co/4YgJEagrpd"
"0.7417211893951879","o","","j'sais pas j'enmene qui avec moi a Disney :/"
"0.7400902398342758","o","o","I just entered to win a #LeSportSac #ItsASmallWorld bag from http://t.co/FRcZLOjmbn! #contest #win #disney http://t.co/fGc4SQYR3l"
"0.7399218684227663","o","","@RauhlinBiebah @GrindingSkip when Disney was good *wipes tear*"
"0.7397724978803762","p","","cannot wait to be warm in Disney tomorrow 😊☀️⚽️"
